Rank,Title,Year,Rating,Runtime,Genre,User Rating,Metacritic
"1,461",Zombie Tidal Wave,2019,TV-14,86 min,"Action, Adventure, Comedy",4.0,
"1,462",The Children,1980,R,93 min,"Horror, Sci-Fi",5.5,
"1,463",The Butterfly Effect 3: Revelations,2009,R,90 min,"Crime, Sci-Fi, Thriller",5.6,
"1,464",Mom and Dad Save the World,1992,PG,88 min,"Adventure, Comedy, Family",5.4,
"1,465",Return from Witch Mountain,1978,G,95 min,"Adventure, Family, Fantasy",5.8,51
"1,466",Dark Light,2019, ,90 min,"Action, Horror, Mystery",4.2,
"1,467",Flash Gordon,1936,Approved,245 min,"Action, Adventure, Romance",7.0,
"1,468",Free Birds,2013,PG,91 min,"Animation, Adventure, Comedy",5.8,38
"1,469",Cargo,2009, ,112 min,"Mystery, Sci-Fi, Thriller",6.1,
"1,470",Turkey Shoot,1982,R,80 min,"Drama, Horror, Sci-Fi",5.9,
"1,471",A Breath Away,2018, ,89 min,"Drama, Mystery, Sci-Fi",5.9,
"1,472",Gintama Live Action the Movie,2017, ,131 min,"Action, Adventure, Comedy",6.1,
"1,473",Impostor,2001,PG-13,95 min,"Drama, Mystery, Sci-Fi",6.2,33
"1,474",TerrorVision,1986,R,83 min,"Comedy, Horror, Sci-Fi",5.7,
"1,475",Regular Show: The Movie,2015,TV-PG,69 min,"Animation, Action, Adventure",7.5,
"1,476",Nekrotronic,2018,R,99 min,"Action, Comedy, Horror",5.6,25
"1,477",Jonathan,2018,TV-MA,100 min,"Drama, Sci-Fi",5.9,62
"1,478",The Little Prince,1974,G,88 min,"Family, Fantasy, Musical",6.5,
"1,479",Island of Lost Souls,1932,Passed,70 min,"Horror, Sci-Fi",7.4,
"1,480",When Worlds Collide,1951,Approved,83 min,"Action, Sci-Fi, Thriller",6.6,
"1,481",The Witcher: Nightmare of the Wolf,2021,TV-MA,81 min,"Animation, Action, Adventure", ,
"1,482",Deep Throat Part II,1974,R,88 min,"Comedy, Sci-Fi",4.0,
"1,483",Fido,2006,R,93 min,"Comedy, Drama, Horror",6.7,70
"1,484",Fiend Without a Face,1958,Not Rated,74 min,"Horror, Sci-Fi",6.2,
"1,485",Cat-Women of the Moon,1953,Approved,64 min,"Adventure, Sci-Fi",3.9,
"1,486",The Bermuda Triangle,1978,G,112 min,"Horror, Sci-Fi, Mystery",4.1,
"1,487",Atragon,1963,TV-Y7,94 min,"Action, Adventure, Fantasy",6.0,
"1,488",Animal World,2018,Not Rated,132 min,"Action, Fantasy, Sci-Fi",6.5,
"1,489",Godzilla: Planet of the Monsters,2017,TV-14,89 min,"Animation, Action, Adventure",6.0,
"1,490",Kill Command,2016,Not Rated,99 min,"Action, Horror, Sci-Fi",5.7,
"1,491",Brain Dead,1990,R,85 min,"Horror, Mystery, Sci-Fi",6.0,
"1,492",Singularity,I 2017,PG-13,92 min,"Action, Adventure, Drama",3.7,
"1,493",The Bride,1985,PG-13,118 min,"Fantasy, Horror, Romance",5.3,30
"1,494",Frequently Asked Questions About Time Travel,2009,PG-13,83 min,"Comedy, Sci-Fi",7.1,
"1,495",She,1984,Not Rated,106 min,"Action, Adventure, Fantasy",4.8,
"1,496",The Apple,1980,PG,90 min,"Music, Musical, Sci-Fi",4.3,39
"1,497",Comet,2014,R,91 min,"Comedy, Drama, Romance",6.8,52
"1,498",Encounter,III 2021, , ,"Sci-Fi, Thriller", ,
"1,499",Contamination,1980,R,95 min,"Horror, Sci-Fi",5.2,
"1,500",Enter Nowhere,2011,R,90 min,"Mystery, Sci-Fi, Thriller",6.5,
"1,501",Attack of the 50 Foot Woman,1958,Not Rated,65 min,"Horror, Sci-Fi",5.1,
"1,502",Red 11,2019, ,77 min,"Horror, Sci-Fi, Thriller",5.0,
"1,503","The Beast from 20, 000 Fathoms",1953,Approved,80 min,"Horror, Sci-Fi",6.7,
"1,504",Tokyo Gore Police,2008,Not Rated,110 min,"Action, Comedy, Horror",5.9,
"1,505",Godzilla vs. Mechagodzilla,1974,G,84 min,"Action, Adventure, Family",6.4,
"1,506",Phoenix Forgotten,2017,PG-13,87 min,"Horror, Mystery, Sci-Fi",5.3,33
"1,507",Dr. Jekyll and Mr. Hyde,1931,Passed,98 min,"Horror, Sci-Fi",7.6,
"1,508",Abduction,I 2019,Not Rated,98 min,"Action, Horror, Sci-Fi",4.8,
"1,509",Cube,2021, , ,"Horror, Sci-Fi", ,
"1,510",Altered Carbon: Resleeved,2020,TV-MA,74 min,"Animation, Action, Crime",6.5,
"1,511",Godsend,2004,PG-13,102 min,"Drama, Fantasy, Horror",4.8,24
"1,512",Vampire Hunter D,1985,Not Rated,80 min,"Animation, Action, Fantasy",7.2,
"1,513",Baby: Secret of the Lost Legend,1985,PG,95 min,"Adventure, Family, Sci-Fi",5.1,
"1,514",Poultrygeist: Night of the Chicken Dead,2006,Not Rated,103 min,"Comedy, Horror, Musical",6.1,
"1,515",Ape vs. Monster,2021,Not Rated,88 min,"Action, Adventure, Sci-Fi",2.1,
"1,516",Thunderbirds Are GO,1966,G,93 min,"Animation, Action, Adventure",6.5,
"1,517",Marooned,1969,G,134 min,"Adventure, Drama, Sci-Fi",5.9,62
"1,518",Parallels,I 2015,Not Rated,83 min,"Action, Sci-Fi",6.1,
"1,519",Village of the Giants,1965,Not Rated,81 min,"Comedy, Sci-Fi",3.6,
"1,520",Monster Hunters,II 2020,Unrated,88 min,"Action, Sci-Fi, Thriller",2.1,
"1,521",Robopocalypse,, , ,"Action, Adventure, Sci-Fi", ,
"1,522",Roger Corman's Frankenstein Unbound,1990,R,85 min,"Drama, Horror, Sci-Fi",5.5,
"1,523",The Incredible Shrinking Man,1957,Not Rated,81 min,"Horror, Sci-Fi",7.6,73
"1,524",Modern Problems,1981,PG,93 min,"Comedy, Fantasy, Sci-Fi",5.1,27
"1,525",Hobgoblins,1988,Not Rated,88 min,"Comedy, Horror, Sci-Fi",2.3,
"1,526",Rats: Night of Terror,1984,Unrated,97 min,"Horror, Sci-Fi",4.7,
"1,527",The Hidden Hand,1942,Approved,63 min,"Comedy, Horror, Mystery",6.1,
"1,528",Body Melt,1993,AO,81 min,"Horror, Comedy, Sci-Fi",5.2,
"1,529",Death Machine,1994,R,120 min,"Action, Horror, Sci-Fi",5.6,
"1,530",Butt Boy,2019,TV-MA,99 min,"Crime, Sci-Fi, Thriller",5.5,56
"1,531",Code Geass: Lelouch of the Re;Surrection,2019,Not Rated,112 min,"Animation, Action, Adventure",7.4,
"1,532",Crater,III, , ,"Adventure, Drama, Family", ,
"1,533",Ink,I 2009,Not Rated,107 min,"Action, Drama, Fantasy",6.9,
"1,534",Shanghai Fortress,2019, ,107 min,"Action, Sci-Fi",4.3,
"1,535",The Being,1983,R,82 min,"Horror, Sci-Fi",4.3,
"1,536",Naked Souls,1996,R,85 min,"Sci-Fi, Thriller",3.2,
"1,537",The Curse of Frankenstein,1957,Approved,82 min,"Horror, Sci-Fi, Thriller",7.1,59
"1,538",The Puppet Masters,1994,R,109 min,"Horror, Sci-Fi, Thriller",5.9,
"1,539",Universal Soldier: Regeneration,2009,R,97 min,"Action, Adventure, Sci-Fi",5.2,70
"1,540",Kill Switch,I 2017,R,91 min,"Action, Sci-Fi, Thriller",4.8,31
"1,541",The Humanity Bureau,2017,R,95 min,"Sci-Fi, Thriller",4.6,
"1,542",Ra.One,2011,Not Rated,156 min,"Action, Adventure, Sci-Fi",4.7,60
"1,543",The Strongest Man in the World,1975,G,92 min,"Comedy, Family, Sci-Fi",6.0,63
"1,544",Becoming,I 2020, ,98 min,"Drama, Horror, Sci-Fi",4.7,
"1,545",13B: Fear Has a New Address,2009,Not Rated,146 min,"Drama, Horror, Mystery",7.3,
"1,546",The Day Mars Invaded Earth,1962,Not Rated,70 min,Sci-Fi,4.9,
"1,547",Children of the Sea,2019,Not Rated,111 min,"Animation, Adventure, Drama",6.5,74
"1,548",Override,2021,TV-14,95 min,"Crime, Sci-Fi, Thriller",4.7,
"1,549",Metropolis,2001,PG-13,108 min,"Animation, Adventure, Drama",7.2,75
"1,550",Atlas Shrugged: Who Is John Galt?,2014,PG-13,99 min,"Drama, Mystery, Sci-Fi",4.3,9
"1,551",Scorched Earth,2018,R,96 min,"Action, Drama, Sci-Fi",4.5,32
"1,552",Beach Babes from Beyond,1993,R,75 min,"Comedy, Sci-Fi",3.6,
"1,553",The Giant Spider Invasion,1975,PG,84 min,"Horror, Sci-Fi",3.1,
"1,554",Extracted,2012,R,89 min,"Drama, Sci-Fi",6.5,
"1,555",Frankenstein 1970,1958,Unrated,83 min,"Horror, Sci-Fi",4.9,
"1,556",Air,I 2015,PG-13,95 min,"Drama, Sci-Fi, Thriller",5.1,33
"1,557",Death Watch,1980,R,117 min,"Drama, Sci-Fi, Thriller",6.7,
"1,558",Things to Come,1936,Not Rated,100 min,"Drama, Sci-Fi, War",6.7,
"1,559",Revenge of the Creature,1955,Passed,82 min,"Horror, Sci-Fi",5.7,
"1,560",The Shaft,2001,R,111 min,"Action, Horror, Mystery",4.6,
"1,561",Phoenix the Warrior,1988,Not Rated,89 min,"Action, Sci-Fi",3.7,
"1,562",400 Days,2015,Unrated,91 min,"Mystery, Sci-Fi, Thriller",4.4,
"1,563",The Cat from Outer Space,1978,G,104 min,"Comedy, Family, Sci-Fi",6.1,58
"1,564",Invaders from Mars,1953,Approved,78 min,"Horror, Sci-Fi",6.3,
"1,565",Go Goa Gone,2013,Not Rated,111 min,"Action, Adventure, Comedy",6.7,
"1,566",Parasite,1982,R,85 min,"Horror, Sci-Fi",3.9,
"1,567",Trog,1970,GP,93 min,"Horror, Sci-Fi",3.9,
"1,568",Invasion of the Triffids,1963,Approved,93 min,"Horror, Sci-Fi",6.1,
"1,569",Lawnmower Man 2: Beyond Cyberspace,1996,PG-13,93 min,"Action, Sci-Fi, Thriller",2.5,29
"1,570",Street Fighter II: The Animated Movie,1994,PG-13,102 min,"Animation, Action, Adventure",7.2,
"1,571",A.I. Rising,2018,R,85 min,"Drama, Romance, Sci-Fi",5.2,
"1,572",Earth vs. the Flying Saucers,1956,Unrated,83 min,"Action, Horror, Sci-Fi",6.4,
"1,573",Volition,2019,TV-MA,91 min,"Sci-Fi, Thriller",5.7,62
"1,574",Not of This Earth,1988,R,81 min,"Comedy, Horror, Sci-Fi",4.8,
"1,575",Space Raiders,1983,PG,84 min,"Action, Adventure, Sci-Fi",4.6,
"1,576",Watchers,1988,R,91 min,"Action, Horror, Sci-Fi",5.4,
"1,577",Grand Tour: Disaster in Time,1991,PG-13,99 min,"Mystery, Sci-Fi",6.5,
"1,578",Fin,2012,Not Rated,88 min,"Drama, Sci-Fi, Thriller",4.9,
"1,579",Star Kid,1997,PG,101 min,"Adventure, Family, Sci-Fi",5.3,
"1,580",Banshee Chapter,2013,R,87 min,"Horror, Mystery, Sci-Fi",5.5,62
"1,581",Scanners II: The New Order,1991,R,104 min,"Action, Horror, Sci-Fi",5.3,
"1,582",Twisted Pair,2018,Not Rated,89 min,"Drama, Fantasy, Sci-Fi",5.7,
"1,583",The Diabolical,2015,TV-MA,86 min,"Horror, Sci-Fi",4.7,25
"1,584",+1,2013,Not Rated,96 min,"Romance, Sci-Fi, Thriller",5.5,60
"1,585",A Fish Tale,2000,G,80 min,"Animation, Adventure, Comedy",6.0,
"1,586",Beyond Re-Animator,2003,R,96 min,"Comedy, Horror, Sci-Fi",5.8,
"1,587",Marjorie Prime,2017, ,99 min,"Drama, Romance, Sci-Fi",6.3,82
"1,588",Class of Nuke 'Em High,1986,R,85 min,"Comedy, Horror, Sci-Fi",5.7,
"1,589",Officer Downe,2016,R,88 min,"Action, Comedy, Sci-Fi",4.2,26
"1,590",Moon 44,1990,R,98 min,"Action, Sci-Fi, Thriller",5.1,39
"1,591",Destroy All Monsters,1968,G,88 min,"Action, Adventure, Sci-Fi",6.5,
"1,592",Youth Without Youth,2007,R,124 min,"Drama, Fantasy, Mystery",6.2,43
"1,593",Motorama,1991,R,90 min,"Adventure, Comedy, Crime",6.3,
"1,594",Galaxina,1980,R,95 min,"Comedy, Sci-Fi",3.6,
"1,595",Radioflash,2019,Unrated,103 min,"Drama, Romance, Sci-Fi",4.8,34
"1,596",COVID-21: Lethal Virus,2021, ,87 min,"Drama, Sci-Fi, Thriller",1.7,
"1,597",Wonder Women,1973,PG,82 min,"Action, Horror, Sci-Fi",4.7,
"1,598",Spaceless,, , ,Sci-Fi, ,
"1,599",Beyond White Space,2018,Not Rated,93 min,"Sci-Fi, Thriller",4.5,
"1,600",Dragon Ball Z: Battle of Gods,2013,TV-PG,85 min,"Animation, Action, Adventure",7.2,
"1,601",Continuum,2013,Not Rated,93 min,"Drama, Mystery, Sci-Fi",6.1,
"1,602",Loveland,2021, , ,Sci-Fi, ,
"1,603",After Darkness,2019,R,98 min,"Drama, Sci-Fi, Thriller",3.7,
"1,604",An Ideal Host,2020, ,85 min,"Comedy, Horror, Sci-Fi",6.5,
"1,605",Phantasm III: Lord of the Dead,1994,R,91 min,"Action, Fantasy, Horror",6.0,
"1,606",Attack on Titan,, , ,"Action, Drama, Fantasy", ,
"1,607",The Dark Side of the Moon,1990,R,87 min,"Action, Horror, Mystery",5.0,
"1,608",It Came from Outer Space,1953,Approved,81 min,"Horror, Sci-Fi",6.5,
"1,609",Grabbers,2012,Not Rated,94 min,"Action, Adventure, Comedy",6.3,62
"1,610",Man-Thing,2005,R,97 min,"Action, Adventure, Horror",4.0,
"1,611",The Face of Another,1966,Not Rated,124 min,"Drama, Horror, Sci-Fi",8.0,
"1,612",The Caller,1987,R,97 min,"Mystery, Sci-Fi, Thriller",6.2,
"1,613",The Devil's Tomb,2009,R,90 min,"Action, Horror, Sci-Fi",3.7,
"1,614",Planet of the Vampires,1965,Not Rated,88 min,"Action, Adventure, Family",6.3,
"1,615",Higher Power,2018,R,93 min,"Action, Adventure, Sci-Fi",4.8,
"1,616",Space Mutiny,1988,Not Rated,91 min,"Action, Adventure, Romance",2.1,
"1,617",Hell of the Living Dead,1980,Unrated,99 min,"Horror, Sci-Fi, Thriller",5.0,
"1,618",D-Railed,2018,Not Rated,80 min,"Action, Adventure, Horror",3.9,
"1,619",Battle for Terra,2007,PG,85 min,"Animation, Action, Adventure",6.5,54
"1,620",X: The Man with the X-Ray Eyes,1963,Not Rated,79 min,"Horror, Sci-Fi, Thriller",6.6,
"1,621",The Tangle,2019, ,99 min,"Mystery, Sci-Fi",4.4,
"1,622",The Honeymoon Phase,2019, ,89 min,"Horror, Sci-Fi, Thriller",4.5,
"1,623",Robots,, , ,"Comedy, Romance, Sci-Fi", ,
"1,624",Patema Inverted,2013,Not Rated,98 min,"Animation, Adventure, Drama",7.4,66
"1,625",Escape from the Bronx,1983,R,89 min,"Action, Sci-Fi, Thriller",4.6,
"1,626",Maayavan,2017,Not Rated,129 min,"Action, Crime, Mystery",7.3,
"1,627",Day of the Animals,1977,PG,97 min,"Horror, Sci-Fi, Thriller",5.3,
"1,628",Untitled the Munsters Reboot,, , ,"Comedy, Fantasy, Horror", ,
"1,629",Rising Wolf,2021, ,102 min,"Fantasy, Mystery, Sci-Fi",3.6,
"1,630",The Deadly Spawn,1983,R,81 min,"Horror, Sci-Fi",6.0,
"1,631",The Gateway,2018,TV-MA,90 min,Sci-Fi,5.4,
"1,632",The Jurassic Games,2018,Not Rated,86 min,"Action, Horror, Sci-Fi",3.8,
"1,633",The Signal,2007,R,103 min,"Horror, Sci-Fi, Thriller",6.0,63
"1,634",Endgame - Bronx lotta finale,1983, ,98 min,"Action, Sci-Fi, Thriller",5.2,
"1,635",Good Boy,2003,PG,87 min,"Comedy, Drama, Family",5.1,49
"1,636",Rodan,1956,Approved,74 min,"Horror, Sci-Fi",6.3,
"1,637",God Told Me to,1976,R,91 min,"Crime, Horror, Sci-Fi",6.3,55
"1,638",Anti Matter,2016, ,109 min,"Horror, Mystery, Sci-Fi",5.8,
"1,639",Abominable,2006,R,94 min,"Horror, Sci-Fi, Thriller",5.1,31
"1,640",Killer Tongue,1996,R,98 min,"Comedy, Sci-Fi, Horror",4.6,
"1,641",Killer Fish,1979,PG,101 min,"Horror, Sci-Fi, Thriller",4.1,
"1,642",The Black Scorpion,1957,Approved,88 min,"Horror, Sci-Fi",5.4,
"1,643",The Disappearance of Haruhi Suzumiya,2010,Not Rated,162 min,"Animation, Drama, Family",8.1,
"1,644",The Day,I 2011,R,87 min,"Action, Drama, Horror",5.2,41
"1,645",Seven in Heaven,2018,PG-13,94 min,"Drama, Horror, Mystery",5.3,
"1,646",41,I 2012,PG-13,80 min,"Drama, Sci-Fi",6.3,
"1,647",Earth to Echo,2014,PG,91 min,"Adventure, Family, Sci-Fi",5.8,53
"1,648",Encounter,II 2018, ,92 min,"Drama, Sci-Fi",3.9,
"1,649",Young Ones,2014,R,100 min,"Action, Drama, Romance",5.9,47
"1,650",Baar Baar Dekho,2016,Not Rated,141 min,"Action, Comedy, Drama",5.3,
"1,651",4:44 Last Day on Earth,2011,R,82 min,"Drama, Fantasy, Sci-Fi",4.6,54
"1,652",Our Man Flint,1966,Unrated,108 min,"Action, Adventure, Comedy",6.5,
"1,653",Jurassic Galaxy,2018,Not Rated,74 min,"Action, Adventure, Sci-Fi",2.4,
"1,654",Godzilla vs. Destoroyah,1995,Unrated,103 min,"Action, Horror, Sci-Fi",7.0,
"1,655",Digimon Adventure: Last Evolution Kizuna,2020,TV-G,94 min,"Animation, Action, Adventure",7.5,
"1,656",Steins;Gate: The Movie - Load Region of Déjà Vu,2013,TV-14,90 min,"Animation, Mystery, Sci-Fi",7.9,
"1,657",Aliens Stole My Body,2020,PG,88 min,"Adventure, Comedy, Family",4.4,
"1,658",Cypher,2002,R,95 min,"Mystery, Sci-Fi, Thriller",6.8,
"1,659",Zoombies,2016,TV-14,87 min,"Action, Adventure, Comedy",3.3,
"1,660",Without Warning,1980,R,89 min,"Horror, Sci-Fi, Thriller",5.1,
"1,661",Artemis,II, , ,"Action, Adventure, Crime", ,
"1,662",Travellers,2018, ,72 min,"Adventure, Family, Fantasy", ,
"1,663",Zombie 3,1988,R,84 min,"Action, Horror, Sci-Fi",4.9,
"1,664",The Giant Claw,1957,Approved,75 min,"Fantasy, Horror, Sci-Fi",4.5,
"1,665",Attack of the Unknown,2020, ,103 min,"Action, Horror, Sci-Fi",4.6,
"1,666",Battle Drone,2018,PG-13,93 min,"Action, Sci-Fi",5.2,
"1,667",Exodus,2021, ,75 min,Sci-Fi,2.7,
"1,668",Await the Dawn,2020, , ,"Horror, Sci-Fi",3.7,
"1,669",The Manitou,1978,PG,104 min,"Horror, Sci-Fi",5.3,47
"1,670",Ghost in the Shell 2.0,2008,TV-14,83 min,"Animation, Action, Adventure",8.0,
"1,671",Slipstream,1989,PG-13,102 min,"Adventure, Sci-Fi",4.8,
"1,672",Minotaur,2006,R,93 min,"Action, Adventure, Fantasy",3.6,
"1,673",Nightmare City,1980,R,88 min,"Horror, Sci-Fi, Thriller",5.6,
"1,674",Firepower,1993,R,95 min,"Action, Crime, Sci-Fi",5.2,
"1,675",Brahmastra,2021, , ,"Action, Adventure, Fantasy", ,
"1,676",Mothra,1961,Passed,101 min,"Adventure, Fantasy, Sci-Fi",6.6,
"1,677",The Door,2009, ,103 min,"Drama, Mystery, Sci-Fi",6.7,
"1,678",Bounty Killer,2013,R,92 min,"Action, Comedy, Sci-Fi",5.5,48
"1,679",Right at Your Door,2006,R,96 min,"Drama, Sci-Fi, Thriller",6.1,57
"1,680","Yor, the Hunter from the Future",1983,PG,88 min,"Action, Adventure, Fantasy",4.4,
"1,681",The Night of the Hunted,1980,Not Rated,87 min,"Drama, Horror, Mystery",5.7,
"1,682",Fullmetal Alchemist: The Sacred Star of Milos,2011,Not Rated,110 min,"Animation, Action, Adventure",7.0,54
"1,683",Snatchers,2019,R,96 min,"Comedy, Horror, Sci-Fi",5.8,
"1,684",Parallel Minds,2020, ,86 min,"Horror, Sci-Fi, Thriller",4.4,
"1,685",The Dark,1979,R,92 min,"Horror, Sci-Fi, Thriller",4.2,
"1,686",Panda vs. Aliens,2021, ,80 min,"Animation, Comedy, Family",4.1,
"1,687",Man's Best Friend,1993,R,87 min,"Comedy, Horror, Sci-Fi",5.2,
"1,688",Black Mountain Side,2014,Not Rated,99 min,"Drama, Horror, Mystery",5.2,
"1,689",Ares,2016, ,80 min,"Drama, Sci-Fi, Thriller",6.3,
"1,690",Born in Flames,1983,Not Rated,79 min,"Comedy, Drama, Sci-Fi",6.5,
"1,691",The Scribbler,I 2014,R,88 min,"Mystery, Sci-Fi, Thriller",5.4,32
"1,692",Big Ass Spider!,2013,PG-13,80 min,"Action, Adventure, Comedy",5.3,53
"1,693",The Incredible Melting Man,1977,R,84 min,"Horror, Sci-Fi",4.1,
"1,694",Terra Formars,2016,Not Rated,108 min,"Action, Horror, Sci-Fi",4.8,
"1,695",Meikyû monogatari,1987, ,50 min,"Animation, Adventure, Fantasy",7.1,
"1,696",In Like Flint,1967,Unrated,114 min,"Action, Adventure, Comedy",6.2,
"1,697",Jetsons: The Movie,1990,G,82 min,"Animation, Comedy, Family",5.6,46
"1,698",The Drone,2019,R,82 min,"Comedy, Horror, Sci-Fi",4.0,
"1,699",Drive,1997,R,100 min,"Action, Adventure, Sci-Fi",6.7,
"1,700",Godzilla 1985,1985,PG,87 min,"Action, Sci-Fi, Thriller",6.2,31
"1,701",Frankenstein,II 2015,R,89 min,"Horror, Sci-Fi, Thriller",5.1,
"1,702",Franklyn,2008,R,98 min,"Drama, Fantasy, Sci-Fi",6.1,
"1,703",Nightmares,1983,R,99 min,"Horror, Sci-Fi",5.8,39
"1,704",Koi... Mil Gaya,2003,Not Rated,171 min,"Action, Drama, Romance",7.1,
"1,705",Prehysteria!,1993,PG,84 min,"Adventure, Comedy, Family",4.5,
"1,706",Iceman,1984,PG,100 min,"Drama, Sci-Fi",6.1,62
"1,707",Alien Abduction,2014,Not Rated,85 min,"Action, Adventure, Horror",4.9,46
"1,708",Adventures of Captain Marvel,1941,Passed,216 min,"Action, Adventure, Fantasy",7.3,
"1,709",Eiga Doraemon: Nobita no getsumen tansaki,2019, ,111 min,"Animation, Action, Adventure",6.9,
"1,710",Prayer of the Rollerboys,1990,R,95 min,"Action, Crime, Drama",5.6,
"1,711",Deathsport,1978,R,82 min,"Action, Drama, Sci-Fi",4.1,33
"1,712",Advantageous,2015,Not Rated,90 min,"Drama, Family, Sci-Fi",6.2,59
"1,713",Godzilla vs. King Ghidorah,1991,Not Rated,100 min,"Action, Adventure, Drama",6.6,
"1,714",Super Fuzz,1980,PG,97 min,"Action, Comedy, Fantasy",6.4,
"1,715",How to Make a Monster,1958,Unrated,73 min,"Horror, Sci-Fi",5.4,
"1,716",It Came from the Desert,2017,Not Rated,90 min,"Action, Adventure, Comedy",4.3,
"1,717",Star Trek First Frontier,2020, ,85 min,Sci-Fi,5.6,
"1,718",Night of the Lepus,1972,PG,88 min,"Horror, Sci-Fi, Thriller",4.1,37
"1,719",Tentacles,1977,PG,102 min,"Action, Adventure, Comedy",3.7,
"1,720",The Stakelander,2016,TV-MA,81 min,"Action, Drama, Horror",5.3,
"1,721",Eva,I 2011,PG-13,94 min,"Drama, Fantasy, Romance",6.7,57
"1,722",The Incredible Shrinking Woman,1981,PG,88 min,"Comedy, Sci-Fi",5.5,
"1,723",Murderers' Row,1966,Not Rated,105 min,"Action, Adventure, Comedy",6.0,
"1,724",Prodigy,2017,TV-MA,80 min,"Drama, Sci-Fi, Thriller",5.9,
"1,725",MindGamers,2015,R,97 min,"Action, Sci-Fi, Thriller",3.7,
"1,726",Useless Humans,2020,TV-MA,77 min,"Adventure, Comedy, Horror",4.8,
"1,727",Boltneck,2000,Not Rated,92 min,"Comedy, Horror, Sci-Fi",4.6,
"1,728",Tron 3,, , ,"Action, Adventure, Sci-Fi", ,
"1,729",Agent Revelation,2021, ,86 min,"Action, Sci-Fi, Thriller",5.7,
"1,730",Den brysomme mannen,2006,Not Rated,95 min,"Comedy, Drama, Fantasy",7.3,
"1,731",Devil Fish,1984,Not Rated,90 min,"Action, Adventure, Comedy",2.6,
"1,732",The Medusa Touch,1978,PG,109 min,"Horror, Sci-Fi",7.0,49
"1,733",The People That Time Forgot,1977,PG,91 min,"Adventure, Sci-Fi",5.4,
"1,734",At the Earth's Core,1976,PG,89 min,"Adventure, Fantasy, Sci-Fi",5.1,
"1,735",Megalopolis,, , ,"Drama, Sci-Fi", ,
"1,736",Spaced Invaders,1990,PG,100 min,"Adventure, Comedy, Sci-Fi",5.3,38
"1,737",Terminator II,1989, ,90 min,"Action, Adventure, Horror",4.5,
"1,738",Frequencies,2013,Not Rated,105 min,"Mystery, Romance, Sci-Fi",6.8,
"1,739",Antisocial,I 2013,R,90 min,"Horror, Sci-Fi, Thriller",4.5,
"1,740",Gantz: Perfect Answer,2011,Not Rated,141 min,"Action, Horror, Mystery",6.2,
"1,741",Tau Ceti Four,, , ,"Action, Sci-Fi", ,
"1,742",Dracula vs. Frankenstein,1971,GP,91 min,"Horror, Sci-Fi",3.5,
"1,743",Gor II,1988,PG-13,89 min,"Action, Fantasy, Sci-Fi",2.3,
"1,744",Munchies,1987,PG,83 min,"Comedy, Fantasy, Horror",4.0,
"1,745",Enthiran,2010,Not Rated,174 min,"Action, Sci-Fi",7.1,
"1,746",Godzilla vs. Biollante,1989,PG,104 min,"Action, Sci-Fi, Thriller",6.6,
"1,747",Blame!,2017,TV-14,106 min,"Animation, Action, Drama",6.7,
"1,748",Meteor,1979,PG,108 min,"Action, Drama, Sci-Fi",5.0,27
"1,749",Beyond Atlantis,1973,PG,91 min,"Action, Adventure, Fantasy",4.4,
"1,750",Black Scorpion,1995,R,92 min,"Action, Crime, Sci-Fi",4.7,
"1,751",964 Pinocchio,1991, ,97 min,"Horror, Sci-Fi",5.5,
"1,752",The Incredible 2-Headed Transplant,1971,R,88 min,"Horror, Sci-Fi",3.5,
"1,753",Star Wars: A Droid Story,, , ,"Animation, Adventure, Fantasy", ,
"1,754",Lolita 2000,1998,Unrated,83 min,Sci-Fi,4.1,
"1,755",Undead,2003,R,97 min,"Action, Comedy, Fantasy",5.4,34
"1,756","Ghidorah, the Three-Headed Monster",1964,Not Rated,85 min,"Action, Adventure, Fantasy",6.6,
"1,757",Vicious Lips,1986,R,84 min,"Horror, Music, Sci-Fi",4.6,
"1,758",Dinosaur Island,2014,Not Rated,82 min,"Adventure, Family, Sci-Fi",3.5,
"1,759",Deep,2021,TV-MA,101 min,"Drama, Mystery, Sci-Fi", ,
"1,760",Real Men,1987,PG-13,85 min,"Action, Comedy, Sci-Fi",6.1,
"1,761",Cerebrum,2021, ,120 min,"Sci-Fi, Thriller",3.8,
"1,762",The Thing: O Regresso,2021, ,101 min,"Action, Horror, Sci-Fi",8.6,
"1,763",Infini,2015,R,110 min,"Horror, Sci-Fi, Thriller",5.4,
"1,764",Dead Rising: Endgame,2016,Not Rated,96 min,"Action, Horror, Sci-Fi",4.8,
"1,765",The Lovers,I 2015,R,109 min,"Action, Adventure, Romance",4.6,19
"1,766",The Illustrated Man,1969,PG,103 min,"Drama, Fantasy, Horror",5.9,
"1,767",Malcolm,1986,PG-13,85 min,"Comedy, Crime, Sci-Fi",7.2,
"1,768",Terminus,2015,R,94 min,"Drama, Sci-Fi",5.4,
"1,769",Garm Wars: The Last Druid,2014,PG-13,92 min,"Action, Sci-Fi, Thriller",4.8,
"1,770",Attack of the Killer Donuts,2016,Not Rated,85 min,"Action, Comedy, Horror",3.8,
"1,771",Angry Video Game Nerd: The Movie,2014, ,115 min,"Adventure, Comedy, Sci-Fi",5.6,
"1,772",Flight 666,2018,Not Rated,89 min,"Comedy, Family, Horror",4.3,
